"","significant level","lower bound","upper bound"
"1",0.01,18.4075844775014,70.5257488558319
"2",0.02,21.1905292832174,67.7428040501159
"3",0.03,22.8908146109933,66.04251872234
"4",0.04,24.1373295724994,64.7960037608339
"5",0.05,25.1309099175558,63.8024234157776
"6",0.06,25.9622733014201,62.9710600319132
"7",0.07,26.6803721751222,62.2529611582111
"8",0.08,27.3147190411206,61.6186142922128
"9",0.09,27.8845190074265,61.0488143259068
"10",0.1,28.4029903957552,60.5303429375781
