"","significant level","lower bound","upper bound"
"1",0.01,3.00411235267485,10.3958876473252
"2",0.02,3.39880972750832,10.0011902724917
"3",0.03,3.63995649907297,9.76004350092703
"4",0.04,3.81674627297959,9.58325372702041
"5",0.05,3.95766302888305,9.44233697111695
"6",0.06,4.07557300125116,9.32442699874884
"7",0.07,4.17741898099857,9.22258101900143
"8",0.08,4.26738664483046,9.13261335516954
"9",0.09,4.34819980016838,9.05180019983162
"10",0.1,4.42173316506994,8.97826683493006
